in-store_num,region_num,TransactionType,RegionName,Age,AgeGroup,ItemsPerPurchcase,AmountGroup,AmountPerPurchase,AmountPerItem
0,4,online,West,33,31-45,3,1234-3000,2886.3,962.10
0,2,online,South,55,46-61,3,5-285,258.07,86.02
1,4,in-store,West,28,18-30,3,583-1233,1044.1,348.03
0,4,online,West,20,18-30,8,1234-3000,1268,158.50
0,2,online,South,76,62-85,2,286-582,337.09,168.55
0,4,online,West,19,18-30,7,583-1233,1114.8,159.26
0,2,online,South,50,46-61,7,5-285,140.3,20.04
0,4,online,West,40,31-45,1,5-285,228.43,228.43
1,4,in-store,West,27,18-30,7,1234-3000,1711.4,244.49
0,2,online,South,76,62-85,4,5-285,162.03,40.51
0,2,online,South,69,62-85,2,5-285,215.96,107.98
1,4,in-store,West,47,46-61,2,5-285,247.54,123.77
1,1,in-store,North,33,31-45,2,286-582,563.09,281.55
0,2,online,South,37,31-45,2,5-285,218.66,109.33
0,2,online,South,48,46-61,6,286-582,433.35,72.23
1,3,in-store,East,45,31-45,5,5-285,231.26,46.25
0,4,online,West,62,62-85,1,1234-3000,1892.9,1892.90
0,2,online,South,50,46-61,2,5-285,219.36,109.68
0,4,online,West,18,18-30,6,5-285,222.17,37.03
0,3,online,East,52,46-61,2,1234-3000,2974.6,1487.30
0,3,online,East,32,31-45,7,1234-3000,2125.3,303.61
1,4,in-store,West,33,31-45,7,5-285,279.35,39.91
1,1,in-store,North,52,46-61,4,5-285,70.341,17.59
0,2,online,South,32,31-45,8,5-285,25.111,3.14
0,3,online,East,61,46-61,6,1234-3000,2888.9,481.48
1,4,in-store,West,33,31-45,2,1234-3000,1844.9,922.45
1,4,in-store,West,28,18-30,1,583-1233,815.81,815.81
0,2,online,South,44,31-45,5,286-582,315.05,63.01
1,1,in-store,North,37,31-45,6,583-1233,1203.2,200.53
1,1,in-store,North,24,18-30,8,583-1233,952.21,119.03
0,2,online,South,69,62-85,4,286-582,491.39,122.85
1,1,in-store,North,42,31-45,3,583-1233,828.04,276.01
1,4,in-store,West,52,46-61,3,583-1233,1020.2,340.07
1,3,in-store,East,25,18-30,6,286-582,550.59,91.77
0,4,online,West,41,31-45,8,1234-3000,2153.4,269.18
1,1,in-store,North,39,31-45,7,5-285,178.99,25.57
0,3,online,East,44,31-45,4,286-582,535.29,133.82
1,1,in-store,North,35,31-45,6,583-1233,645.39,107.57
1,4,in-store,West,41,31-45,6,286-582,391.01,65.17
0,2,online,South,84,62-85,6,5-285,20.889,3.48
0,2,online,South,57,46-61,3,5-285,154.28,51.43
0,4,online,West,35,31-45,4,583-1233,904.13,226.03
0,4,online,West,50,46-61,5,1234-3000,1320.1,264.02
1,1,in-store,North,26,18-30,4,286-582,412.31,103.08
1,1,in-store,North,48,46-61,7,5-285,205.76,29.39
1,4,in-store,West,28,18-30,7,1234-3000,1730.8,247.26
0,4,online,West,38,31-45,7,1234-3000,1546.5,220.93
1,4,in-store,West,24,18-30,2,583-1233,806.29,403.15
1,1,in-store,North,54,46-61,7,583-1233,690.97,98.71
1,1,in-store,North,30,18-30,6,583-1233,777.29,129.55
1,1,in-store,North,36,31-45,7,286-582,393.84,56.26
0,2,online,South,49,46-61,7,5-285,123.55,17.65
1,1,in-store,North,54,46-61,5,583-1233,663.03,132.61
1,3,in-store,East,49,46-61,8,583-1233,901.32,112.67
1,4,in-store,West,30,18-30,7,583-1233,616.32,88.05
0,4,online,West,60,46-61,5,1234-3000,2599.6,519.92
1,1,in-store,North,71,62-85,7,5-285,183.89,26.27
1,1,in-store,North,55,46-61,2,583-1233,814.5,407.25
1,4,in-store,West,53,46-61,6,1234-3000,1893.7,315.62
0,4,online,West,32,31-45,8,1234-3000,2669.7,333.71
0,4,online,West,61,46-61,4,1234-3000,2794.5,698.63
0,2,online,South,42,31-45,6,5-285,150.12,25.02
0,3,online,East,45,31-45,2,583-1233,939.08,469.54
1,1,in-store,North,20,18-30,3,1234-3000,1696.9,565.63
1,1,in-store,North,48,46-61,7,583-1233,683.07,97.58
1,1,in-store,North,38,31-45,1,583-1233,1070.2,1070.20
0,2,online,South,59,46-61,4,286-582,463.23,115.81
1,3,in-store,East,66,62-85,3,5-285,243.03,81.01
1,4,in-store,West,20,18-30,6,1234-3000,1290.8,215.13
0,2,online,South,61,46-61,6,5-285,158.38,26.40
0,3,online,East,63,62-85,8,5-285,254.29,31.79
0,2,online,South,34,31-45,2,5-285,248.43,124.22
0,2,online,South,32,31-45,5,286-582,425.44,85.09
0,2,online,South,83,62-85,7,286-582,307.89,43.98
1,3,in-store,East,52,46-61,1,583-1233,728.35,728.35
0,3,online,East,55,46-61,1,1234-3000,1271.2,1271.20
0,2,online,South,37,31-45,7,5-285,267.17,38.17
0,2,online,South,71,62-85,2,5-285,264.26,132.13
1,4,in-store,West,30,18-30,3,5-285,248,82.67
0,2,online,South,74,62-85,6,5-285,201.95,33.66
1,1,in-store,North,73,62-85,4,286-582,493.45,123.36
0,3,online,East,59,46-61,6,583-1233,797.26,132.88
1,4,in-store,West,37,31-45,2,1234-3000,1970.6,985.30
1,1,in-store,North,54,46-61,5,583-1233,939.03,187.81
1,4,in-store,West,26,18-30,1,583-1233,892.22,892.22
1,1,in-store,North,38,31-45,1,286-582,298.96,298.96
0,2,online,South,61,46-61,5,5-285,272.18,54.44
0,2,online,South,60,46-61,1,5-285,192.29,192.29
1,3,in-store,East,30,18-30,2,286-582,520.41,260.21
0,4,online,West,56,46-61,7,583-1233,860.99,123.00
0,2,online,South,29,18-30,2,5-285,144.69,72.35
0,2,online,South,32,31-45,2,286-582,331.2,165.60
1,4,in-store,West,23,18-30,6,1234-3000,1964.1,327.35
1,4,in-store,West,20,18-30,5,1234-3000,1262,252.40
0,4,online,West,40,31-45,6,286-582,374.02,62.34
1,4,in-store,West,29,18-30,4,5-285,61.336,15.33
0,4,online,West,31,31-45,8,1234-3000,2824.8,353.10
0,4,online,West,39,31-45,1,5-285,217.3,217.30
1,4,in-store,West,46,46-61,2,583-1233,1149.3,574.65
0,2,online,South,72,62-85,3,5-285,43.042,14.35
1,3,in-store,East,58,46-61,4,583-1233,984.1,246.03
0,2,online,South,48,46-61,7,5-285,134.17,19.17
0,4,online,West,53,46-61,3,583-1233,602.22,200.74
1,1,in-store,North,36,31-45,3,286-582,533.05,177.68
0,2,online,South,44,31-45,3,5-285,60.603,20.20
0,4,online,West,39,31-45,2,1234-3000,2338.3,1169.15
1,4,in-store,West,42,31-45,5,286-582,515.01,103.00
1,1,in-store,North,30,18-30,5,5-285,282.11,56.42
1,1,in-store,North,42,31-45,4,1234-3000,1824.3,456.08
0,2,online,South,74,62-85,6,5-285,126.09,21.02
0,3,online,East,53,46-61,3,1234-3000,2583.6,861.20
0,2,online,South,78,62-85,4,5-285,90.882,22.72
0,4,online,West,54,46-61,6,1234-3000,2972.4,495.40
0,2,online,South,43,31-45,2,286-582,304.73,152.37
1,1,in-store,North,26,18-30,1,583-1233,826.5,826.50
0,2,online,South,67,62-85,2,5-285,91.925,45.96
1,1,in-store,North,43,31-45,3,583-1233,950.99,317.00
0,3,online,East,43,31-45,3,1234-3000,1766.6,588.87
1,3,in-store,East,37,31-45,8,286-582,482.83,60.35
1,4,in-store,West,39,31-45,4,1234-3000,1631.6,407.90
1,4,in-store,West,51,46-61,4,286-582,370.39,92.60
1,3,in-store,East,39,31-45,3,286-582,362.14,120.71
0,2,online,South,81,62-85,2,5-285,80.818,40.41
0,2,online,South,33,31-45,1,5-285,182.03,182.03
0,2,online,South,77,62-85,2,5-285,23.865,11.93
1,3,in-store,East,60,46-61,5,583-1233,582.9,116.58
0,3,online,East,46,46-61,3,583-1233,1041.5,347.17
0,2,online,South,48,46-61,5,5-285,13.121,2.62
1,1,in-store,North,55,46-61,3,583-1233,986,328.67
0,3,online,East,35,31-45,6,1234-3000,2630.6,438.43
1,1,in-store,North,66,62-85,3,5-285,104.6,34.87
0,2,online,South,51,46-61,2,286-582,430.84,215.42
1,1,in-store,North,33,31-45,8,583-1233,618.49,77.31
0,2,online,South,80,62-85,3,5-285,70.226,23.41
1,1,in-store,North,54,46-61,8,286-582,522.12,65.27
1,1,in-store,North,58,46-61,5,583-1233,817.7,163.54
1,1,in-store,North,40,31-45,8,286-582,572.99,71.62
0,2,online,South,59,46-61,2,5-285,31.344,15.67
1,1,in-store,North,36,31-45,6,583-1233,669.56,111.59
0,2,online,South,60,46-61,5,286-582,322.03,64.41
0,2,online,South,80,62-85,4,5-285,38.351,9.59
0,2,online,South,42,31-45,3,5-285,82.164,27.39
0,4,online,West,20,18-30,6,1234-3000,1572.3,262.05
0,3,online,East,35,31-45,1,583-1233,935.59,935.59
0,4,online,West,57,46-61,6,583-1233,772.73,128.79
0,4,online,West,30,18-30,6,1234-3000,2178.3,363.05
1,1,in-store,North,39,31-45,5,583-1233,587.43,117.49
1,3,in-store,East,73,62-85,8,5-285,58.61,7.33
1,4,in-store,West,23,18-30,3,5-285,217.04,72.35
0,2,online,South,76,62-85,2,5-285,39.906,19.95
1,4,in-store,West,29,18-30,7,1234-3000,1510.9,215.84
0,3,online,East,38,31-45,2,583-1233,1166.2,583.10
1,3,in-store,East,74,62-85,3,5-285,226.79,75.60
0,4,online,West,41,31-45,6,1234-3000,1699,283.17
0,2,online,South,47,46-61,5,5-285,146.3,29.26
1,4,in-store,West,36,31-45,7,286-582,336.76,48.11
0,3,online,East,39,31-45,2,1234-3000,2873.2,1436.60
1,1,in-store,North,36,31-45,8,1234-3000,1799.2,224.90
0,2,online,South,34,31-45,3,5-285,284.75,94.92
1,4,in-store,West,29,18-30,3,5-285,222.51,74.17
0,4,online,West,54,46-61,2,1234-3000,2693.2,1346.60
1,1,in-store,North,30,18-30,3,1234-3000,1590.7,530.23
1,3,in-store,East,66,62-85,7,5-285,252.56,36.08
1,3,in-store,East,35,31-45,7,583-1233,617.06,88.15
1,1,in-store,North,70,62-85,6,286-582,442.91,73.82
0,3,online,East,30,18-30,2,1234-3000,2592.5,1296.25
1,1,in-store,North,60,46-61,5,5-285,76.266,15.25
0,2,online,South,47,46-61,5,5-285,250.3,50.06
1,3,in-store,East,66,62-85,2,286-582,325.05,162.53
1,4,in-store,West,22,18-30,7,286-582,520.93,74.42
1,4,in-store,West,42,31-45,3,1234-3000,1837.7,612.57
1,1,in-store,North,28,18-30,5,583-1233,598.59,119.72
0,3,online,East,35,31-45,6,1234-3000,2447.1,407.85
1,4,in-store,West,24,18-30,6,1234-3000,1467.1,244.52
0,3,online,East,43,31-45,3,1234-3000,2962,987.33
1,3,in-store,East,45,31-45,8,5-285,186.5,23.31
1,4,in-store,West,24,18-30,3,286-582,349.11,116.37
0,2,online,South,32,31-45,2,286-582,363.33,181.67
0,2,online,South,53,46-61,6,286-582,305.47,50.91
1,1,in-store,North,52,46-61,2,583-1233,765.29,382.65
1,1,in-store,North,43,31-45,3,286-582,370.36,123.45
0,2,online,South,84,62-85,5,5-285,116.05,23.21
0,3,online,East,35,31-45,6,1234-3000,1745.3,290.88
1,1,in-store,North,44,31-45,2,1234-3000,1914,957.00
0,2,online,South,35,31-45,5,286-582,329.31,65.86
1,1,in-store,North,31,31-45,2,583-1233,740.49,370.25
0,3,online,East,58,46-61,5,1234-3000,2066.5,413.30
0,4,online,West,59,46-61,7,1234-3000,2145.5,306.50
0,4,online,West,42,31-45,7,286-582,547.41,78.20
0,2,online,South,84,62-85,8,5-285,8.4646,1.06
1,1,in-store,North,42,31-45,8,5-285,91.756,11.47
1,3,in-store,East,73,62-85,5,5-285,236.87,47.37
1,1,in-store,North,52,46-61,3,583-1233,637.03,212.34
1,4,in-store,West,21,18-30,6,1234-3000,1690.9,281.82
1,3,in-store,East,36,31-45,5,5-285,234.71,46.94
0,2,online,South,34,31-45,2,5-285,249.22,124.61
1,4,in-store,West,51,46-61,4,1234-3000,1309.5,327.38
1,3,in-store,East,72,62-85,8,286-582,419.21,52.40
0,2,online,South,32,31-45,4,5-285,51.84,12.96
1,4,in-store,West,28,18-30,2,286-582,406.14,203.07
0,2,online,South,70,62-85,2,286-582,352.09,176.05
0,2,online,South,33,31-45,3,286-582,382.45,127.48
0,3,online,East,31,31-45,4,583-1233,606.7,151.68
1,4,in-store,West,29,18-30,4,1234-3000,1376.9,344.23
1,4,in-store,West,26,18-30,3,1234-3000,1395.8,465.27
0,2,online,South,41,31-45,7,5-285,282.59,40.37
1,1,in-store,North,53,46-61,2,286-582,445.28,222.64
1,4,in-store,West,52,46-61,2,583-1233,1149.9,574.95
0,2,online,South,70,62-85,2,5-285,105.53,52.77
0,3,online,East,21,18-30,1,286-582,399.48,399.48
1,4,in-store,West,25,18-30,2,583-1233,743.14,371.57
0,4,online,West,21,18-30,2,286-582,355.46,177.73
1,1,in-store,North,38,31-45,3,583-1233,709.73,236.58
0,3,online,East,41,31-45,3,1234-3000,1879.5,626.50
1,1,in-store,North,30,18-30,7,5-285,90.954,12.99
1,1,in-store,North,50,46-61,6,1234-3000,1823.3,303.88
1,4,in-store,West,53,46-61,6,1234-3000,1332.9,222.15
1,1,in-store,North,51,46-61,3,583-1233,705.18,235.06
1,3,in-store,East,58,46-61,7,5-285,277.37,39.62
0,3,online,East,51,46-61,3,1234-3000,2854.7,951.57
1,4,in-store,West,54,46-61,1,1234-3000,1531.7,1531.70
0,4,online,West,36,31-45,1,1234-3000,1473.6,1473.60
0,3,online,East,58,46-61,3,5-285,152.11,50.70
0,3,online,East,52,46-61,1,1234-3000,2726.4,2726.40
1,1,in-store,North,66,62-85,2,5-285,185.4,92.70
1,1,in-store,North,63,62-85,2,286-582,557.01,278.51
1,4,in-store,West,42,31-45,3,1234-3000,1701.2,567.07
0,2,online,South,55,46-61,4,286-582,425.85,106.46
1,1,in-store,North,42,31-45,5,286-582,553.31,110.66
0,2,online,South,84,62-85,6,5-285,167.92,27.99
0,2,online,South,73,62-85,1,286-582,433.31,433.31
0,2,online,South,72,62-85,7,5-285,192.3,27.47
1,1,in-store,North,34,31-45,7,1234-3000,1551,221.57
1,4,in-store,West,41,31-45,7,583-1233,682.79,97.54
0,4,online,West,47,46-61,2,1234-3000,2917.9,1458.95
1,1,in-store,North,69,62-85,4,583-1233,816.22,204.06
0,2,online,South,81,62-85,2,286-582,386.89,193.45
0,4,online,West,18,18-30,3,1234-3000,1623.7,541.23
0,3,online,East,45,31-45,5,1234-3000,1941.6,388.32
0,3,online,East,55,46-61,7,583-1233,615.91,87.99
1,1,in-store,North,28,18-30,4,583-1233,715.21,178.80
0,4,online,West,27,18-30,5,1234-3000,1391.9,278.38
1,1,in-store,North,32,31-45,3,583-1233,978.56,326.19
0,2,online,South,62,62-85,7,286-582,388.79,55.54
1,4,in-store,West,42,31-45,5,583-1233,748.28,149.66
0,4,online,West,25,18-30,2,1234-3000,2975.7,1487.85
0,3,online,East,27,18-30,1,583-1233,713.89,713.89
1,1,in-store,North,21,18-30,3,1234-3000,1541.4,513.80
0,4,online,West,53,46-61,3,1234-3000,1329.8,443.27
1,1,in-store,North,38,31-45,4,1234-3000,1856.9,464.23
0,2,online,South,49,46-61,5,286-582,303.77,60.75
1,1,in-store,North,49,46-61,8,583-1233,638.69,79.84
1,4,in-store,West,25,18-30,6,583-1233,1029.3,171.55
1,1,in-store,North,54,46-61,2,286-582,297.79,148.90
0,2,online,South,59,46-61,6,5-285,115.65,19.28
1,4,in-store,West,33,31-45,5,583-1233,985.5,197.10
1,4,in-store,West,19,18-30,3,583-1233,1064,354.67
0,3,online,East,34,31-45,5,1234-3000,2053,410.60
1,3,in-store,East,27,18-30,8,286-582,476.92,59.62
0,4,online,West,53,46-61,3,583-1233,640.54,213.51
0,2,online,South,30,18-30,5,5-285,71.449,14.29
1,1,in-store,North,28,18-30,6,286-582,428.67,71.45
1,3,in-store,East,63,62-85,5,5-285,280.49,56.10
1,4,in-store,West,21,18-30,4,5-285,102.47,25.62
1,1,in-store,North,29,18-30,7,1234-3000,1489.4,212.77
0,2,online,South,53,46-61,2,286-582,309.39,154.70
1,1,in-store,North,29,18-30,3,286-582,565.62,188.54
0,2,online,South,37,31-45,1,286-582,483.51,483.51
0,2,online,South,74,62-85,4,286-582,435.01,108.75
0,2,online,South,69,62-85,2,5-285,101.3,50.65
0,3,online,East,38,31-45,8,1234-3000,2743.9,342.99
1,1,in-store,North,20,18-30,4,583-1233,669.1,167.28
1,1,in-store,North,32,31-45,7,583-1233,764.3,109.19
1,3,in-store,East,26,18-30,4,583-1233,994.16,248.54
0,4,online,West,50,46-61,7,583-1233,1097.7,156.81
1,1,in-store,North,63,62-85,7,286-582,414.43,59.20
1,1,in-store,North,25,18-30,2,286-582,538.76,269.38
0,4,online,West,26,18-30,4,1234-3000,1947.1,486.78
0,2,online,South,66,62-85,5,286-582,463.93,92.79
0,4,online,West,40,31-45,6,583-1233,822.34,137.06
0,4,online,West,51,46-61,7,1234-3000,1468.1,209.73
1,4,in-store,West,50,46-61,8,5-285,125.94,15.74
1,4,in-store,West,52,46-61,5,5-285,182.29,36.46
0,2,online,South,63,62-85,2,5-285,253.8,126.90
0,2,online,South,54,46-61,2,5-285,133.59,66.80
1,4,in-store,West,44,31-45,6,1234-3000,1965.2,327.53
1,1,in-store,North,37,31-45,7,583-1233,586.41,83.77
0,3,online,East,55,46-61,6,583-1233,803.83,133.97
1,1,in-store,North,53,46-61,5,583-1233,649.62,129.92
0,4,online,West,44,31-45,2,583-1233,1138.6,569.30
0,2,online,South,46,46-61,2,5-285,219.63,109.82
1,3,in-store,East,54,46-61,4,286-582,408.94,102.24
0,2,online,South,71,62-85,5,286-582,487.25,97.45
1,1,in-store,North,51,46-61,4,1234-3000,1248.8,312.20
0,4,online,West,26,18-30,7,5-285,172.41,24.63
1,3,in-store,East,43,31-45,2,583-1233,962.7,481.35
1,1,in-store,North,29,18-30,7,583-1233,862.74,123.25
0,2,online,South,49,46-61,6,5-285,244.51,40.75
1,3,in-store,East,39,31-45,2,286-582,566.57,283.29
1,1,in-store,North,54,46-61,6,286-582,337.35,56.23
1,1,in-store,North,58,46-61,5,583-1233,913.39,182.68
1,3,in-store,East,51,46-61,8,5-285,146.67,18.33
0,2,online,South,37,31-45,2,286-582,472.37,236.19
1,1,in-store,North,62,62-85,4,583-1233,744.73,186.18
1,3,in-store,East,60,46-61,1,583-1233,815.35,815.35
1,3,in-store,East,29,18-30,5,583-1233,583.37,116.67
0,2,online,South,46,46-61,5,5-285,237.74,47.55
0,3,online,East,22,18-30,2,1234-3000,2521.8,1260.90
0,4,online,West,27,18-30,5,1234-3000,1463.8,292.76
0,4,online,West,30,18-30,6,5-285,144.09,24.02
0,4,online,West,59,46-61,4,1234-3000,1981.4,495.35
1,4,in-store,West,52,46-61,7,583-1233,819.78,117.11
1,3,in-store,East,51,46-61,8,5-285,150.19,18.77
0,2,online,South,40,31-45,7,5-285,164.14,23.45
1,3,in-store,East,57,46-61,4,583-1233,687.34,171.84
1,1,in-store,North,47,46-61,7,286-582,422.75,60.39
0,2,online,South,45,31-45,1,5-285,138.42,138.42
0,2,online,South,49,46-61,3,286-582,305.04,101.68
0,2,online,South,51,46-61,7,5-285,15.099,2.16
1,1,in-store,North,46,46-61,1,583-1233,751.79,751.79
1,3,in-store,East,52,46-61,8,5-285,75.432,9.43
1,1,in-store,North,32,31-45,4,5-285,68.141,17.04
1,4,in-store,West,36,31-45,4,1234-3000,1594.8,398.70
0,2,online,South,72,62-85,6,286-582,342.87,57.15
0,2,online,South,41,31-45,6,286-582,403.33,67.22
1,1,in-store,North,40,31-45,2,1234-3000,1342.9,671.45
1,4,in-store,West,32,31-45,7,1234-3000,1811.8,258.83
0,2,online,South,50,46-61,5,5-285,260.91,52.18
0,2,online,South,80,62-85,5,5-285,182.28,36.46
0,2,online,South,78,62-85,1,286-582,325.7,325.70
0,2,online,South,38,31-45,7,5-285,210,30.00
0,2,online,South,34,31-45,3,286-582,419.37,139.79
0,4,online,West,22,18-30,3,1234-3000,1260.7,420.23
0,4,online,West,18,18-30,4,1234-3000,2297.7,574.43
1,1,in-store,North,37,31-45,1,286-582,359.24,359.24
1,1,in-store,North,29,18-30,5,583-1233,865.68,173.14
1,4,in-store,West,42,31-45,6,1234-3000,1890.1,315.02
1,3,in-store,East,62,62-85,5,583-1233,775.76,155.15
0,2,online,South,68,62-85,8,5-285,235.33,29.42
1,1,in-store,North,35,31-45,5,5-285,117.53,23.51
0,3,online,East,38,31-45,4,583-1233,828.58,207.15
0,4,online,West,54,46-61,2,583-1233,755.41,377.71
1,3,in-store,East,37,31-45,7,583-1233,948.66,135.52
1,1,in-store,North,25,18-30,5,583-1233,1068,213.60
0,2,online,South,72,62-85,6,286-582,292.05,48.68
1,3,in-store,East,45,31-45,1,5-285,250.41,250.41
1,1,in-store,North,72,62-85,5,5-285,205.12,41.02
1,4,in-store,West,42,31-45,4,1234-3000,1577.9,394.48
1,1,in-store,North,53,46-61,5,286-582,379.92,75.98
0,4,online,West,30,18-30,2,1234-3000,1861.8,930.90
1,4,in-store,West,26,18-30,6,5-285,210.72,35.12
1,4,in-store,West,36,31-45,8,286-582,402.35,50.29
1,1,in-store,North,25,18-30,6,1234-3000,1587,264.50
0,2,online,South,47,46-61,2,286-582,444.62,222.31
0,2,online,South,68,62-85,3,5-285,209.95,69.98
1,3,in-store,East,36,31-45,7,583-1233,629.73,89.96
1,1,in-store,North,51,46-61,5,583-1233,1028,205.60
1,3,in-store,East,25,18-30,3,583-1233,708.96,236.32
1,4,in-store,West,51,46-61,6,1234-3000,1760.4,293.40
0,2,online,South,73,62-85,4,286-582,448.65,112.16
0,2,online,South,63,62-85,6,5-285,266.77,44.46
1,1,in-store,North,42,31-45,2,5-285,96.519,48.26
0,4,online,West,60,46-61,5,1234-3000,2233.8,446.76
1,1,in-store,North,55,46-61,6,286-582,456.14,76.02
0,4,online,West,28,18-30,4,1234-3000,2609,652.25
0,2,online,South,59,46-61,4,5-285,118.07,29.52
1,3,in-store,East,30,18-30,2,5-285,148.03,74.02
1,4,in-store,West,23,18-30,6,1234-3000,1605.6,267.60
0,4,online,West,49,46-61,6,1234-3000,2514.5,419.08
1,1,in-store,North,48,46-61,3,1234-3000,1590.2,530.07
1,1,in-store,North,46,46-61,6,583-1233,932.77,155.46
0,4,online,West,37,31-45,3,1234-3000,2587.5,862.50
0,2,online,South,47,46-61,4,286-582,356.54,89.14
0,2,online,South,47,46-61,2,286-582,419.02,209.51
1,4,in-store,West,30,18-30,6,583-1233,927.37,154.56
1,1,in-store,North,52,46-61,1,5-285,253.11,253.11
1,4,in-store,West,43,31-45,5,286-582,377.02,75.40
0,2,online,South,51,46-61,7,5-285,108.72,15.53
1,1,in-store,North,53,46-61,5,286-582,441.61,88.32
1,4,in-store,West,50,46-61,6,583-1233,987.77,164.63
0,2,online,South,71,62-85,6,286-582,468.44,78.07
1,1,in-store,North,42,31-45,3,5-285,118.53,39.51
1,3,in-store,East,34,31-45,8,5-285,207.27,25.91
1,3,in-store,East,34,31-45,4,5-285,276.71,69.18
0,2,online,South,54,46-61,2,286-582,307.07,153.54
0,2,online,South,47,46-61,4,5-285,131.81,32.95
0,3,online,East,34,31-45,5,1234-3000,2295.1,459.02
1,1,in-store,North,20,18-30,4,1234-3000,1615.6,403.90
0,2,online,South,49,46-61,8,286-582,417.08,52.14
1,1,in-store,North,63,62-85,3,286-582,377.08,125.69
0,4,online,West,62,62-85,6,1234-3000,2210.6,368.43
1,1,in-store,North,64,62-85,4,583-1233,968.5,242.13
1,3,in-store,East,49,46-61,5,286-582,371.6,74.32
0,3,online,East,35,31-45,8,286-582,431.25,53.91
1,3,in-store,East,34,31-45,5,583-1233,624.34,124.87
0,4,online,West,36,31-45,7,5-285,248.82,35.55
1,3,in-store,East,61,46-61,3,583-1233,954.51,318.17
1,3,in-store,East,25,18-30,3,5-285,187.3,62.43
1,4,in-store,West,55,46-61,5,286-582,495.03,99.01
0,3,online,East,39,31-45,7,1234-3000,2717.3,388.19
0,4,online,West,24,18-30,6,583-1233,1012.6,168.77
1,3,in-store,East,35,31-45,3,583-1233,693.3,231.10
0,2,online,South,31,31-45,7,286-582,452.66,64.67
0,4,online,West,54,46-61,2,1234-3000,2372.2,1186.10
1,4,in-store,West,38,31-45,6,583-1233,1028.3,171.38
0,2,online,South,64,62-85,3,5-285,231.31,77.10
0,2,online,South,61,46-61,8,5-285,149.24,18.66
0,4,online,West,62,62-85,5,1234-3000,2782.1,556.42
0,2,online,South,33,31-45,4,286-582,287.97,71.99
1,1,in-store,North,56,46-61,7,286-582,502.94,71.85
0,2,online,South,79,62-85,2,286-582,340.83,170.42
1,3,in-store,East,52,46-61,4,5-285,148.76,37.19
1,3,in-store,East,40,31-45,3,286-582,424.97,141.66
0,2,online,South,44,31-45,7,286-582,327.15,46.74
1,1,in-store,North,41,31-45,3,5-285,218.09,72.70
1,1,in-store,North,73,62-85,5,583-1233,965.57,193.11
0,3,online,East,22,18-30,6,583-1233,1228.6,204.77
1,3,in-store,East,67,62-85,7,286-582,288.42,41.20
1,1,in-store,North,40,31-45,3,1234-3000,1248.5,416.17
0,4,online,West,24,18-30,3,583-1233,926.52,308.84
1,3,in-store,East,66,62-85,6,5-285,132.42,22.07
0,2,online,South,83,62-85,7,286-582,400.45,57.21
1,4,in-store,West,23,18-30,4,1234-3000,1317.4,329.35
0,2,online,South,36,31-45,2,286-582,376.46,188.23
0,3,online,East,61,46-61,6,1234-3000,1673.8,278.97
0,4,online,West,26,18-30,7,1234-3000,2147.2,306.74
0,2,online,South,32,31-45,4,286-582,337.73,84.43
1,3,in-store,East,42,31-45,6,5-285,178.21,29.70
0,2,online,South,50,46-61,8,286-582,474.08,59.26
0,3,online,East,60,46-61,7,286-582,488.22,69.75
0,2,online,South,59,46-61,2,286-582,478.68,239.34
0,3,online,East,46,46-61,2,1234-3000,1607.6,803.80
1,4,in-store,West,51,46-61,6,1234-3000,1351.4,225.23
1,3,in-store,East,49,46-61,4,583-1233,804.58,201.15
